000100020085000,01/01/2007 
000100020086000,01/01/2003 
000100020087000,01/01/2003 
000100020088000,01/01/2010 
000100020089000,01/01/2010 
000100020090000,01/01/2008 
000100020091000,01/01/2003 
000100020092000,01/01/2003 
000100020093000,01/01/2003 
000100020094000,01/01/2003 
000100020095000,01/01/2003 
000100020096000,01/01/2003 
000100020097000,01/01/2003 
000100020098000,01/01/2003 
000100020099000,01/01/2003 
000100020100000,01/01/2003 
000100020101000,01/01/2003 
000100020102000,01/01/2003 
000100020103000,01/01/2003 
000100020104000,01/01/2008 
000100020105000,01/01/2003 
000100020106000,01/01/2003 
000100020107000,01/01/2003 
000100020108000,01/01/2003 
000100020109000,01/01/2003 
000100020111000,01/01/2008 
000100020112000,01/01/2008 
000100020113000,01/01/2010 
000100020114000,01/01/2003 
000100020115000,01/01/2003 
000100020116000,01/01/2008 
000100020117000,01/01/2003 
000100020118000,01/01/2003 
000100020119000,01/01/2004 
000100020120000,01/01/2010 
000100020121000,01/01/2002 
000100020122000,01/01/2008 
000100020123000,01/01/2005 
000100020124000,01/01/2008 
000100020125000,01/01/2010 
000100020126000,01/01/2002 
000100020127000,01/01/2002 
000100020128000,01/01/2002 
000100020129000,01/01/2009 
000100020130000,01/01/2002 
000100020131000,01/01/2002 
000100020132000,01/01/2010 
000100020133000,01/01/2002 
000100020134000,01/01/2002 
000100020135000,01/01/1998 
000100020136000,01/01/2010 
000100020137000,01/01/2002 
000100020138000,01/01/2002 
000100020139000,01/01/2009 
000100020140000,01/01/2002 
000100020141000,01/01/2010 
000100020142000,01/01/2004 
000100020143000,01/01/2004 
000100020144000,01/01/2004 
000100020145000,01/01/2010 
000100020146000,01/01/2010 
000100020149000,01/01/2008 
000100020150000,01/01/2009 
000100020151000,01/01/2009 
000100020152000,01/01/2007 
000100020153000,01/01/2010 
000100020154000,01/01/2010 
000100020155000,01/01/2009 
000100020156000,01/01/1998 
000100030001000,01/01/2003 
000100030002000,01/01/2009 
000100030003000,01/01/1998 
000100030004000,01/01/2003 
000100030005000,01/01/2008 
000100030006000,01/01/1997 
000100030007000,01/01/2003 
000100030008000,01/01/1999 
000100030009000,01/01/2010 
000100030010000,01/01/1998 
000100030011000,01/01/1998 
000100030012000,01/01/1998 
000100030013000,01/01/2008 
000100030014000,01/01/1999 
000100030015000,01/01/1998 
000100030016000,01/01/1998 
000100030017000,01/01/2002 
