Autoid;CUP;Valor;Compania
2001;906720;51540;CLINICA SAN JUAN DE DIOS
2001;906721;38310;CLINICA SAN JUAN DE DIOS
2001;906744;154605;CLINICA SAN JUAN DE DIOS
2001;M19659;51540;CLINICA SAN JUAN DE DIOS
2001;903847;6885;CLINICA SAN JUAN DE DIOS
2001;903431;21105;CLINICA SAN JUAN DE DIOS
2001;M19666;35605;CLINICA SAN JUAN DE DIOS
2001;903848;20275;CLINICA SAN JUAN DE DIOS
2001;903501;9145;CLINICA SAN JUAN DE DIOS
2001;903502;27440;CLINICA SAN JUAN DE DIOS
2001;903849;17930;CLINICA SAN JUAN DE DIOS
2001;903850;16305;CLINICA SAN JUAN DE DIOS
2001;903503;20575;CLINICA SAN JUAN DE DIOS
2001;903851;20575;CLINICA SAN JUAN DE DIOS
2001;903852;20575;CLINICA SAN JUAN DE DIOS
2001;903853;20575;CLINICA SAN JUAN DE DIOS
2001;903504;21560;CLINICA SAN JUAN DE DIOS
2001;901312;12450;CLINICA SAN JUAN DE DIOS
2001;905312;7000;CLINICA SAN JUAN DE DIOS
2001;903854;7460;CLINICA SAN JUAN DE DIOS
2001;903855;7460;CLINICA SAN JUAN DE DIOS
2001;E19701;14425;CLINICA SAN JUAN DE DIOS
2001;905730;22815;CLINICA SAN JUAN DE DIOS
2001;905731;22815;CLINICA SAN JUAN DE DIOS
2001;905733;13575;CLINICA SAN JUAN DE DIOS
2001;905735;11800;CLINICA SAN JUAN DE DIOS
2001;903025;11945;CLINICA SAN JUAN DE DIOS
2001;902117;3660;CLINICA SAN JUAN DE DIOS
2001;902118;22810;CLINICA SAN JUAN DE DIOS
2001;905736;22340;CLINICA SAN JUAN DE DIOS
2001;E19724;12920;CLINICA SAN JUAN DE DIOS
2001;901229;30720;CLINICA SAN JUAN DE DIOS
2001;903026;29625;CLINICA SAN JUAN DE DIOS
2001;903027;13675;CLINICA SAN JUAN DE DIOS
2001;903028;29625;CLINICA SAN JUAN DE DIOS
2001;903030;23985;CLINICA SAN JUAN DE DIOS
2001;903031;5485;CLINICA SAN JUAN DE DIOS
2001;906432;30965;CLINICA SAN JUAN DE DIOS
2001;906433;15520;CLINICA SAN JUAN DE DIOS
2001;906434;30965;CLINICA SAN JUAN DE DIOS
2001;907202;9450;CLINICA SAN JUAN DE DIOS
2001;906748;32695;CLINICA SAN JUAN DE DIOS
2001;M19620;8060;CLINICA SAN JUAN DE DIOS
2001;905738;28340;CLINICA SAN JUAN DE DIOS
2001;908507;23330;CLINICA SAN JUAN DE DIOS
2001;906436;35605;CLINICA SAN JUAN DE DIOS
2001;906437;15415;CLINICA SAN JUAN DE DIOS
2001;906438;29625;CLINICA SAN JUAN DE DIOS
2001;906439;35605;CLINICA SAN JUAN DE DIOS
2001;906032;32695;CLINICA SAN JUAN DE DIOS
2001;901230;42045;CLINICA SAN JUAN DE DIOS
2001;901313;265380;CLINICA SAN JUAN DE DIOS
2001;901314;265380;CLINICA SAN JUAN DE DIOS
2001;901007;45585;CLINICA SAN JUAN DE DIOS
2001;M19737;9895;CLINICA SAN JUAN DE DIOS
2001;906035;30400;CLINICA SAN JUAN DE DIOS
2001;906036;24530;CLINICA SAN JUAN DE DIOS
2001;901231;9340;CLINICA SAN JUAN DE DIOS
2001;906323;17515;CLINICA SAN JUAN DE DIOS
2001;901232;18710;CLINICA SAN JUAN DE DIOS
2001;901233;37995;CLINICA SAN JUAN DE DIOS
2001;901317;37995;CLINICA SAN JUAN DE DIOS
2001;905407;13030;CLINICA SAN JUAN DE DIOS
2001;902119;30720;CLINICA SAN JUAN DE DIOS
2001;903856;3665;CLINICA SAN JUAN DE DIOS
2001;903857;3665;CLINICA SAN JUAN DE DIOS
2001;905606;5525;CLINICA SAN JUAN DE DIOS
2001;901234;30720;CLINICA SAN JUAN DE DIOS
2001;906440;30965;CLINICA SAN JUAN DE DIOS
2001;906441;19100;CLINICA SAN JUAN DE DIOS
2001;906442;30965;CLINICA SAN JUAN DE DIOS
2001;905740;14425;CLINICA SAN JUAN DE DIOS
2001;905741;14145;CLINICA SAN JUAN DE DIOS
2001;905743;18075;CLINICA SAN JUAN DE DIOS
2001;903033;15850;CLINICA SAN JUAN DE DIOS
2001;903034;15850;CLINICA SAN JUAN DE DIOS
2001;903858;16345;CLINICA SAN JUAN DE DIOS
2001;903035;45585;CLINICA SAN JUAN DE DIOS
2001;903036;17265;CLINICA SAN JUAN DE DIOS
2001;907007;3665;CLINICA SAN JUAN DE DIOS
2001;E19767;13380;CLINICA SAN JUAN DE DIOS
2001;905744;12920;CLINICA SAN JUAN DE DIOS
2001;E19773;3590;CLINICA SAN JUAN DE DIOS
2001;906238;30400;CLINICA SAN JUAN DE DIOS
2001;M19779;5810;CLINICA SAN JUAN DE DIOS
2001;904706;53285;CLINICA SAN JUAN DE DIOS
2001;903037;44235;CLINICA SAN JUAN DE DIOS
2001;908306;13790;CLINICA SAN JUAN DE DIOS
2001;906443;9875;CLINICA SAN JUAN DE DIOS
2001;906444;32695;CLINICA SAN JUAN DE DIOS
2001;906750;32695;CLINICA SAN JUAN DE DIOS
2001;902029;14635;CLINICA SAN JUAN DE DIOS
2001;906447;39605;CLINICA SAN JUAN DE DIOS
2001;906448;39605;CLINICA SAN JUAN DE DIOS
2001;906325;32695;CLINICA SAN JUAN DE DIOS
2001;903038;7660;CLINICA SAN JUAN DE DIOS
2001;903040;9255;CLINICA SAN JUAN DE DIOS
2001;903041;33175;CLINICA SAN JUAN DE DIOS
2001;903859;8370;CLINICA SAN JUAN DE DIOS
2001;903860;8025;CLINICA SAN JUAN DE DIOS
2001;906912;32680;CLINICA SAN JUAN DE DIOS
2001;905750;13025;CLINICA SAN JUAN DE DIOS
2001;905003;9450;CLINICA SAN JUAN DE DIOS
2001;905408;14425;CLINICA SAN JUAN DE DIOS
2001;902031;10740;CLINICA SAN JUAN DE DIOS
2001;904510;24960;CLINICA SAN JUAN DE DIOS
2001;904108;22710;CLINICA SAN JUAN DE DIOS
2001;904109;28855;CLINICA SAN JUAN DE DIOS
2001;904204;26135;CLINICA SAN JUAN DE DIOS
2001;902032;22890;CLINICA SAN JUAN DE DIOS
2001;905752;14145;CLINICA SAN JUAN DE DIOS
2001;907103;2645;CLINICA SAN JUAN DE DIOS
2001;902034;44505;CLINICA SAN JUAN DE DIOS
2001;906913;15415;CLINICA SAN JUAN DE DIOS
2001;906914;4860;CLINICA SAN JUAN DE DIOS
2001;902037;44505;CLINICA SAN JUAN DE DIOS
2001;902036;44505;CLINICA SAN JUAN DE DIOS
2001;903042;38625;CLINICA SAN JUAN DE DIOS
2001;903861;6290;CLINICA SAN JUAN DE DIOS
2001;903862;3095;CLINICA SAN JUAN DE DIOS
2001;903863;3095;CLINICA SAN JUAN DE DIOS
2001;903433;13030;CLINICA SAN JUAN DE DIOS
2001;E19829;12430;CLINICA SAN JUAN DE DIOS
2001;903043;7630;CLINICA SAN JUAN DE DIOS
2001;902121;3415;CLINICA SAN JUAN DE DIOS
2001;911022;13205;CLINICA SAN JUAN DE DIOS
2001;901501;30400;CLINICA SAN JUAN DE DIOS
2001;901403;11620;CLINICA SAN JUAN DE DIOS
2001;901404;4675;CLINICA SAN JUAN DE DIOS
2001;901406;11735;CLINICA SAN JUAN DE DIOS
2001;902038;13780;CLINICA SAN JUAN DE DIOS
2001;908307;10420;CLINICA SAN JUAN DE DIOS
2001;893904;7630;CLINICA SAN JUAN DE DIOS
2001;E19838;11305;CLINICA SAN JUAN DE DIOS
2001;905753;28340;CLINICA SAN JUAN DE DIOS
2001;E19844;3480;CLINICA SAN JUAN DE DIOS
2001;M19845;217990;CLINICA SAN JUAN DE DIOS
2001;M19849;189555;CLINICA SAN JUAN DE DIOS
2001;907104;5660;CLINICA SAN JUAN DE DIOS
2001;902218;2315;CLINICA SAN JUAN DE DIOS
2001;902219;2340;CLINICA SAN JUAN DE DIOS
2001;902220;2870;CLINICA SAN JUAN DE DIOS
2001;902221;2870;CLINICA SAN JUAN DE DIOS
2001;902224;59275;CLINICA SAN JUAN DE DIOS
2001;902222;7085;CLINICA SAN JUAN DE DIOS
2001;902223;2990;CLINICA SAN JUAN DE DIOS
2001;907106;7905;CLINICA SAN JUAN DE DIOS
2001;904003;27440;CLINICA SAN JUAN DE DIOS
2001;902039;39240;CLINICA SAN JUAN DE DIOS
2001;902041;2110;CLINICA SAN JUAN DE DIOS
2001;906453;33435;CLINICA SAN JUAN DE DIOS
2001;906454;30455;CLINICA SAN JUAN DE DIOS
2001;906326;29710;CLINICA SAN JUAN DE DIOS
2001;906327;12965;CLINICA SAN JUAN DE DIOS
2001;M19857;20655;CLINICA SAN JUAN DE DIOS
2001;906241;28770;CLINICA SAN JUAN DE DIOS
2001;906242;28770;CLINICA SAN JUAN DE DIOS
2001;906243;33435;CLINICA SAN JUAN DE DIOS
2001;906244;33435;CLINICA SAN JUAN DE DIOS
2001;M19861;24430;CLINICA SAN JUAN DE DIOS
2001;905756;9145;CLINICA SAN JUAN DE DIOS
2001;906328;14360;CLINICA SAN JUAN DE DIOS
2001;907009;13205;CLINICA SAN JUAN DE DIOS
2001;907008;2315;CLINICA SAN JUAN DE DIOS
2001;906245;24540;CLINICA SAN JUAN DE DIOS
2001;903044;13205;CLINICA SAN JUAN DE DIOS
2001;906455;30455;CLINICA SAN JUAN DE DIOS
2001;906916;4380;CLINICA SAN JUAN DE DIOS
2001;906915;6245;CLINICA SAN JUAN DE DIOS
2001;903434;23665;CLINICA SAN JUAN DE DIOS
2001;903435;23665;CLINICA SAN JUAN DE DIOS
2001;901319;11535;CLINICA SAN JUAN DE DIOS
2001;906456;27720;CLINICA SAN JUAN DE DIOS
2001;903864;5960;CLINICA SAN JUAN DE DIOS
2001;903865;5715;CLINICA SAN JUAN DE DIOS
2001;904708;92800;CLINICA SAN JUAN DE DIOS
2001;901320;11425;CLINICA SAN JUAN DE DIOS
2001;901321;15830;CLINICA SAN JUAN DE DIOS
2001;901322;7710;CLINICA SAN JUAN DE DIOS
2001;902122;22810;CLINICA SAN JUAN DE DIOS
2001;905759;14875;CLINICA SAN JUAN DE DIOS
2001;905760;15935;CLINICA SAN JUAN DE DIOS
2001;905607;14940;CLINICA SAN JUAN DE DIOS
2001;904601;25930;CLINICA SAN JUAN DE DIOS
2001;904602;32010;CLINICA SAN JUAN DE DIOS
2001;902042;12155;CLINICA SAN JUAN DE DIOS
2001;902043;2645;CLINICA SAN JUAN DE DIOS
2001;902044;6075;CLINICA SAN JUAN DE DIOS
2001;902045;7515;CLINICA SAN JUAN DE DIOS
2001;902046;1995;CLINICA SAN JUAN DE DIOS
2001;902047;13340;CLINICA SAN JUAN DE DIOS
2001;902048;4505;CLINICA SAN JUAN DE DIOS
2001;902049;9385;CLINICA SAN JUAN DE DIOS
2001;904920;35605;CLINICA SAN JUAN DE DIOS
2001;906457;22085;CLINICA SAN JUAN DE DIOS
2001;906458;32680;CLINICA SAN JUAN DE DIOS
2001;906460;19315;CLINICA SAN JUAN DE DIOS
2001;906461;32680;CLINICA SAN JUAN DE DIOS
2001;906463;36520;CLINICA SAN JUAN DE DIOS
2001;906465;16790;CLINICA SAN JUAN DE DIOS
2001;908113;51230;CLINICA SAN JUAN DE DIOS
2001;908114;76855;CLINICA SAN JUAN DE DIOS
2001;904921;15935;CLINICA SAN JUAN DE DIOS
2001;904922;16305;CLINICA SAN JUAN DE DIOS
2001;906125;36585;CLINICA SAN JUAN DE DIOS
2001;906126;32695;CLINICA SAN JUAN DE DIOS
2001;906127;24750;CLINICA SAN JUAN DE DIOS
2001;906128;21305;CLINICA SAN JUAN DE DIOS
2001;906129;27255;CLINICA SAN JUAN DE DIOS
2001;M19929;32010;CLINICA SAN JUAN DE DIOS
2001;903867;4530;CLINICA SAN JUAN DE DIOS
2001;903866;4530;CLINICA SAN JUAN DE DIOS
2001;903045;11455;CLINICA SAN JUAN DE DIOS
2001;903046;29625;CLINICA SAN JUAN DE DIOS
2001;906039;31360;CLINICA SAN JUAN DE DIOS
2001;906040;27255;CLINICA SAN JUAN DE DIOS
2001;906041;27255;CLINICA SAN JUAN DE DIOS
2001;903868;5170;CLINICA SAN JUAN DE DIOS
2001;906132;24245;CLINICA SAN JUAN DE DIOS
2001;906131;24245;CLINICA SAN JUAN DE DIOS
2001;904923;17810;CLINICA SAN JUAN DE DIOS
2001;904924;17480;CLINICA SAN JUAN DE DIOS
2001;904925;18830;CLINICA SAN JUAN DE DIOS
2001;903438;27865;CLINICA SAN JUAN DE DIOS
2001;903439;39240;CLINICA SAN JUAN DE DIOS
2001;903869;4570;CLINICA SAN JUAN DE DIOS
2001;907107;3785;CLINICA SAN JUAN DE DIOS
2001;907010;3330;CLINICA SAN JUAN DE DIOS
2001;907011;22810;CLINICA SAN JUAN DE DIOS
2001;907108;19820;CLINICA SAN JUAN DE DIOS
2001;901235;24305;CLINICA SAN JUAN DE DIOS
2001;901236;28905;CLINICA SAN JUAN DE DIOS
2001;901237;24305;CLINICA SAN JUAN DE DIOS
2001;905411;12920;CLINICA SAN JUAN DE DIOS
2001;911026;2645;CLINICA SAN JUAN DE DIOS
2001;906247;14205;CLINICA SAN JUAN DE DIOS
2001;906248;27255;CLINICA SAN JUAN DE DIOS
2001;906249;23665;CLINICA SAN JUAN DE DIOS
2001;906840;355415;CLINICA SAN JUAN DE DIOS
2001;906250;125550;CLINICA SAN JUAN DE DIOS
2001;906251;65890;CLINICA SAN JUAN DE DIOS
2001;906329;18185;CLINICA SAN JUAN DE DIOS
2001;903701;45585;CLINICA SAN JUAN DE DIOS
2001;903702;45585;CLINICA SAN JUAN DE DIOS
2001;903703;32680;CLINICA SAN JUAN DE DIOS
2001;903704;45585;CLINICA SAN JUAN DE DIOS
2001;903705;45585;CLINICA SAN JUAN DE DIOS
2001;903707;45585;CLINICA SAN JUAN DE DIOS
2001;903706;45585;CLINICA SAN JUAN DE DIOS
2001;903708;45585;CLINICA SAN JUAN DE DIOS
2001;905102;11445;CLINICA SAN JUAN DE DIOS
2001;905103;16345;CLINICA SAN JUAN DE DIOS
2001;901238;30720;CLINICA SAN JUAN DE DIOS
2001;903608;17145;CLINICA SAN JUAN DE DIOS
2001;903609;17145;CLINICA SAN JUAN DE DIOS
2001;898101;21470;CLINICA SAN JUAN DE DIOS
2001;898102;31045;CLINICA SAN JUAN DE DIOS
2001;898104;44760;CLINICA SAN JUAN DE DIOS
2001;898107;97005;CLINICA SAN JUAN DE DIOS
2001;898103;18960;CLINICA SAN JUAN DE DIOS
2001;898801;67420;CLINICA SAN JUAN DE DIOS
2001;898110;50005;CLINICA SAN JUAN DE DIOS
2001;898201;30215;CLINICA SAN JUAN DE DIOS
2001;898202;52895;CLINICA SAN JUAN DE DIOS
2001;898203;18960;CLINICA SAN JUAN DE DIOS
2001;898204;70105;CLINICA SAN JUAN DE DIOS
2001;898207;88470;CLINICA SAN JUAN DE DIOS
2001;898210;50005;CLINICA SAN JUAN DE DIOS
2001;898241;62770;CLINICA SAN JUAN DE DIOS
2001;898242;105905;CLINICA SAN JUAN DE DIOS
2001;898243;18960;CLINICA SAN JUAN DE DIOS
2001;898244;140195;CLINICA SAN JUAN DE DIOS
2001;898247;176940;CLINICA SAN JUAN DE DIOS
2001;898250;50005;CLINICA SAN JUAN DE DIOS
2001;892901;2485;CLINICA SAN JUAN DE DIOS
2001;898001;7460;CLINICA SAN JUAN DE DIOS
2001;898002;10225;CLINICA SAN JUAN DE DIOS
2001;898005;31045;CLINICA SAN JUAN DE DIOS
2001;898006;31045;CLINICA SAN JUAN DE DIOS
2001;898003;19490;CLINICA SAN JUAN DE DIOS
2001;898007;31045;CLINICA SAN JUAN DE DIOS
2001;898004;30215;CLINICA SAN JUAN DE DIOS
2001;898008;47540;CLINICA SAN JUAN DE DIOS
2001;898012;72385;CLINICA SAN JUAN DE DIOS
2001;873004;14730;CLINICA SAN JUAN DE DIOS
2001;873112;14730;CLINICA SAN JUAN DE DIOS
2001;873122;14730;CLINICA SAN JUAN DE DIOS
2001;873205;14730;CLINICA SAN JUAN DE DIOS
2001;873206;14730;CLINICA SAN JUAN DE DIOS
2001;873210;14730;CLINICA SAN JUAN DE DIOS
2001;873333;14730;CLINICA SAN JUAN DE DIOS
2001;873335;14730;CLINICA SAN JUAN DE DIOS
2001;873431;14730;CLINICA SAN JUAN DE DIOS
2001;873432;14730;CLINICA SAN JUAN DE DIOS
2001;873111;19090;CLINICA SAN JUAN DE DIOS
2001;873121;19090;CLINICA SAN JUAN DE DIOS
2001;873204;19090;CLINICA SAN JUAN DE DIOS
2001;873312;19090;CLINICA SAN JUAN DE DIOS
2001;873313;19090;CLINICA SAN JUAN DE DIOS
2001;873314;19090;CLINICA SAN JUAN DE DIOS
2001;873340;19090;CLINICA SAN JUAN DE DIOS
2001;873420;19090;CLINICA SAN JUAN DE DIOS
2001;873302;21485;CLINICA SAN JUAN DE DIOS
2001;873426;21485;CLINICA SAN JUAN DE DIOS
2001;873311;24010;CLINICA SAN JUAN DE DIOS
2001;871091;18175;CLINICA SAN JUAN DE DIOS
2001;873411;18175;CLINICA SAN JUAN DE DIOS
2001;873202;8440;CLINICA SAN JUAN DE DIOS
2001;873412;8440;CLINICA SAN JUAN DE DIOS
2001;873422;8440;CLINICA SAN JUAN DE DIOS
2001;873443;8440;CLINICA SAN JUAN DE DIOS
2001;873444;8440;CLINICA SAN JUAN DE DIOS
2001;873710;48050;CLINICA SAN JUAN DE DIOS
2001;873720;48050;CLINICA SAN JUAN DE DIOS
2001;E21108;8440;CLINICA SAN JUAN DE DIOS
2001;873424;24400;CLINICA SAN JUAN DE DIOS
2001;871061;83870;CLINICA SAN JUAN DE DIOS
2001;871062;32255;CLINICA SAN JUAN DE DIOS
2001;873002;69505;CLINICA SAN JUAN DE DIOS
2001;886012;114625;CLINICA SAN JUAN DE DIOS
2001;886013;11460;CLINICA SAN JUAN DE DIOS
2001;870004;19720;CLINICA SAN JUAN DE DIOS
2001;870101;19720;CLINICA SAN JUAN DE DIOS
2001;870104;19720;CLINICA SAN JUAN DE DIOS
2001;870105;19720;CLINICA SAN JUAN DE DIOS
2001;870107;19720;CLINICA SAN JUAN DE DIOS
2001;870112;19720;CLINICA SAN JUAN DE DIOS
2001;870102;19840;CLINICA SAN JUAN DE DIOS
2001;870103;19840;CLINICA SAN JUAN DE DIOS
2001;870108;19840;CLINICA SAN JUAN DE DIOS
2001;870113;19840;CLINICA SAN JUAN DE DIOS
2001;870131;19840;CLINICA SAN JUAN DE DIOS
2001;870001;21465;CLINICA SAN JUAN DE DIOS
2001;870003;14475;CLINICA SAN JUAN DE DIOS
2001;870114;13125;CLINICA SAN JUAN DE DIOS
2001;870002;31725;CLINICA SAN JUAN DE DIOS
2001;870005;28115;CLINICA SAN JUAN DE DIOS
2001;870006;28115;CLINICA SAN JUAN DE DIOS
2001;870007;28115;CLINICA SAN JUAN DE DIOS
2001;870305;31425;CLINICA SAN JUAN DE DIOS
2001;870306;31425;CLINICA SAN JUAN DE DIOS
2001;E21126;8440;CLINICA SAN JUAN DE DIOS
2001;870301;84985;CLINICA SAN JUAN DE DIOS
2001;870302;84985;CLINICA SAN JUAN DE DIOS
2001;870303;84985;CLINICA SAN JUAN DE DIOS
2001;870307;84985;CLINICA SAN JUAN DE DIOS
2001;870308;84985;CLINICA SAN JUAN DE DIOS
2001;870310;48655;CLINICA SAN JUAN DE DIOS
2001;870601;21980;CLINICA SAN JUAN DE DIOS
2001;870602;21980;CLINICA SAN JUAN DE DIOS
2001;870603;21980;CLINICA SAN JUAN DE DIOS
2001;M21452;54990;CLINICA SAN JUAN DE DIOS
2001;871010;24055;CLINICA SAN JUAN DE DIOS
2001;871019;24055;CLINICA SAN JUAN DE DIOS
2001;871020;23545;CLINICA SAN JUAN DE DIOS
2001;871030;23545;CLINICA SAN JUAN DE DIOS
2001;871040;29340;CLINICA SAN JUAN DE DIOS
2001;871050;23685;CLINICA SAN JUAN DE DIOS
2001;M21144;40940;CLINICA SAN JUAN DE DIOS
2001;M21145;8440;CLINICA SAN JUAN DE DIOS
2001;871404;38540;CLINICA SAN JUAN DE DIOS
2001;871111;20660;CLINICA SAN JUAN DE DIOS
2001;871121;20660;CLINICA SAN JUAN DE DIOS
2001;871181;13785;CLINICA SAN JUAN DE DIOS
2001;871112;18875;CLINICA SAN JUAN DE DIOS
2001;871129;18875;CLINICA SAN JUAN DE DIOS
2001;871208;39795;CLINICA SAN JUAN DE DIOS
2001;871202;10895;CLINICA SAN JUAN DE DIOS
2001;M21206;69650;CLINICA SAN JUAN DE DIOS
2001;871402;81695;CLINICA SAN JUAN DE DIOS
2001;871403;81820;CLINICA SAN JUAN DE DIOS
2001;876801;57780;CLINICA SAN JUAN DE DIOS
2001;876802;73100;CLINICA SAN JUAN DE DIOS
2001;871182;66160;CLINICA SAN JUAN DE DIOS
2001;871401;48170;CLINICA SAN JUAN DE DIOS
2001;872002;24370;CLINICA SAN JUAN DE DIOS
2001;872011;32350;CLINICA SAN JUAN DE DIOS
2001;877815;34320;CLINICA SAN JUAN DE DIOS
2001;877814;34320;CLINICA SAN JUAN DE DIOS
2001;877802;54795;CLINICA SAN JUAN DE DIOS
2001;877801;64805;CLINICA SAN JUAN DE DIOS
2001;E21305;37310;CLINICA SAN JUAN DE DIOS
2001;872780;123910;CLINICA SAN JUAN DE DIOS
2001;872070;125340;CLINICA SAN JUAN DE DIOS
2001;872510;39580;CLINICA SAN JUAN DE DIOS
2001;M21322;37310;CLINICA SAN JUAN DE DIOS
2001;M21323;30390;CLINICA SAN JUAN DE DIOS
2001;872520;55135;CLINICA SAN JUAN DE DIOS
2001;872530;47390;CLINICA SAN JUAN DE DIOS
2001;872580;47390;CLINICA SAN JUAN DE DIOS
2001;871320;25755;CLINICA SAN JUAN DE DIOS
2001;872123;56695;CLINICA SAN JUAN DE DIOS
2001;872121;59520;CLINICA SAN JUAN DE DIOS
2001;872101;52925;CLINICA SAN JUAN DE DIOS
2001;872102;64990;CLINICA SAN JUAN DE DIOS
2001;872104;53400;CLINICA SAN JUAN DE DIOS
2001;872105;60225;CLINICA SAN JUAN DE DIOS
2001;872122;65830;CLINICA SAN JUAN DE DIOS
2001;874910;133360;CLINICA SAN JUAN DE DIOS
2001;E21336;53400;CLINICA SAN JUAN DE DIOS
2001;951301;55915;CLINICA SAN JUAN DE DIOS
2001;881431;17925;CLINICA SAN JUAN DE DIOS
2001;881434;25945;CLINICA SAN JUAN DE DIOS
2001;881360;41155;CLINICA SAN JUAN DE DIOS
2001;881362;126475;CLINICA SAN JUAN DE DIOS
2001;881318;13865;CLINICA SAN JUAN DE DIOS
2001;881402;13865;CLINICA SAN JUAN DE DIOS
2001;881401;22935;CLINICA SAN JUAN DE DIOS
2001;881432;22935;CLINICA SAN JUAN DE DIOS
2001;881403;48405;CLINICA SAN JUAN DE DIOS
2001;881306;25770;CLINICA SAN JUAN DE DIOS
2001;881331;25770;CLINICA SAN JUAN DE DIOS
2001;881305;40950;CLINICA SAN JUAN DE DIOS
2001;881340;40950;CLINICA SAN JUAN DE DIOS
2001;881302;51540;CLINICA SAN JUAN DE DIOS
2001;881131;23975;CLINICA SAN JUAN DE DIOS
2001;881141;23975;CLINICA SAN JUAN DE DIOS
2001;881510;23975;CLINICA SAN JUAN DE DIOS
2001;881521;23975;CLINICA SAN JUAN DE DIOS
2001;881301;30190;CLINICA SAN JUAN DE DIOS
2001;881601;30190;CLINICA SAN JUAN DE DIOS
2001;881602;30190;CLINICA SAN JUAN DE DIOS
2001;881610;28115;CLINICA SAN JUAN DE DIOS
2001;881620;28115;CLINICA SAN JUAN DE DIOS
2001;881630;28115;CLINICA SAN JUAN DE DIOS
2001;881240;23235;CLINICA SAN JUAN DE DIOS
2001;881201;28115;CLINICA SAN JUAN DE DIOS
2001;881112;35170;CLINICA SAN JUAN DE DIOS
2001;881313;22650;CLINICA SAN JUAN DE DIOS
2001;881502;57625;CLINICA SAN JUAN DE DIOS
2001;881220;35350;CLINICA SAN JUAN DE DIOS
2001;881390;31985;CLINICA SAN JUAN DE DIOS
2001;881332;30190;CLINICA SAN JUAN DE DIOS
2001;881501;30190;CLINICA SAN JUAN DE DIOS
2001;881410;57020;CLINICA SAN JUAN DE DIOS
2001;882298;41580;CLINICA SAN JUAN DE DIOS
2001;882210;85150;CLINICA SAN JUAN DE DIOS
2001;882211;85150;CLINICA SAN JUAN DE DIOS
2001;882212;110695;CLINICA SAN JUAN DE DIOS
2001;882250;85150;CLINICA SAN JUAN DE DIOS
2001;882251;85150;CLINICA SAN JUAN DE DIOS
2001;882252;110695;CLINICA SAN JUAN DE DIOS
2001;882291;85150;CLINICA SAN JUAN DE DIOS
2001;882293;85150;CLINICA SAN JUAN DE DIOS
2001;882295;77480;CLINICA SAN JUAN DE DIOS
2001;882110;69805;CLINICA SAN JUAN DE DIOS
2001;882111;69805;CLINICA SAN JUAN DE DIOS
2001;882112;90747;CLINICA SAN JUAN DE DIOS
2001;882130;69805;CLINICA SAN JUAN DE DIOS
2001;882131;69805;CLINICA SAN JUAN DE DIOS
2001;882132;69805;CLINICA SAN JUAN DE DIOS
2001;882101;105715;CLINICA SAN JUAN DE DIOS
2001;882102;105715;CLINICA SAN JUAN DE DIOS
2001;882103;137430;CLINICA SAN JUAN DE DIOS
2001;882310;94475;CLINICA SAN JUAN DE DIOS
2001;882312;94475;CLINICA SAN JUAN DE DIOS
2001;882330;94475;CLINICA SAN JUAN DE DIOS
2001;882332;94475;CLINICA SAN JUAN DE DIOS
2001;882334;94475;CLINICA SAN JUAN DE DIOS
2001;882311;81750;CLINICA SAN JUAN DE DIOS
2001;882313;106275;CLINICA SAN JUAN DE DIOS
2001;882331;81750;CLINICA SAN JUAN DE DIOS
2001;882333;81750;CLINICA SAN JUAN DE DIOS
2001;881511;36175;CLINICA SAN JUAN DE DIOS
2001;882271;36175;CLINICA SAN JUAN DE DIOS
2001;882281;36175;CLINICA SAN JUAN DE DIOS
2001;882610;48545;CLINICA SAN JUAN DE DIOS
2001;882611;63109;CLINICA SAN JUAN DE DIOS
2001;882600;59180;CLINICA SAN JUAN DE DIOS
2001;881118;75585;CLINICA SAN JUAN DE DIOS
2001;882105;237925;CLINICA SAN JUAN DE DIOS
2001;951321;90636;CLINICA SAN JUAN DE DIOS
2001;882201;69805;CLINICA SAN JUAN DE DIOS
2001;882203;90747;CLINICA SAN JUAN DE DIOS
2001;882220;69805;CLINICA SAN JUAN DE DIOS
2001;882221;69805;CLINICA SAN JUAN DE DIOS
2001;882222;90747;CLINICA SAN JUAN DE DIOS
2001;882230;69805;CLINICA SAN JUAN DE DIOS
2001;882231;69805;CLINICA SAN JUAN DE DIOS
2001;882232;90747;CLINICA SAN JUAN DE DIOS
2001;882240;69805;CLINICA SAN JUAN DE DIOS
2001;882241;69805;CLINICA SAN JUAN DE DIOS
2001;882242;90747;CLINICA SAN JUAN DE DIOS
2001;882260;69805;CLINICA SAN JUAN DE DIOS
2001;882261;69805;CLINICA SAN JUAN DE DIOS
2001;882262;90747;CLINICA SAN JUAN DE DIOS
2001;882840;100710;CLINICA SAN JUAN DE DIOS
2001;E31213;56910;CLINICA SAN JUAN DE DIOS
2001;965200;7175;CLINICA SAN JUAN DE DIOS
2001;954602;86040;CLINICA SAN JUAN DE DIOS
2001;939402;4485;CLINICA SAN JUAN DE DIOS
2001;890208;5515;CLINICA SAN JUAN DE DIOS
2001;890308;5515;CLINICA SAN JUAN DE DIOS
2001;940700;14830;CLINICA SAN JUAN DE DIOS
2001;940200;15800;CLINICA SAN JUAN DE DIOS
2001;940100;15445;CLINICA SAN JUAN DE DIOS
2001;942600;54885;CLINICA SAN JUAN DE DIOS
2001;890204;12510;CLINICA SAN JUAN DE DIOS
